case_name,case_url,filings,filed_date,state_ags,case_status,issue_area,executive_action,last_case_update
"King County v. Turner (W.D. Wash.)

2:25-cv-00814",https://www.courtlistener.com/docket/70062174/king-county-v-turner/,"Complaint




First Amended Complaint 2026-05-21




Second Amended Complaint 2025-07-10




Third Amended Complaint 2025-11-13",2025-05-02,,Government Action Temporarily Blocked,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2026-01-21
"FreeState Justice v. Equal Employment Opportunity Commission (D. Md.)

1:25-cv-02482",https://www.courtlistener.com/docket/70954220/freestate-justice-v-equal-employment-opportunity-commission/,Complaint,2025-07-29,,Awaiting Court Ruling,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2025-07-29
"State of Washington v. Health and Human Services (D. Or.)

6:25-cv-01748",https://www.courtlistener.com/docket/71467786/state-of-washington-v-united-states-department-of-health-and-human/,Complaint,2025-09-26,State A.G. Plaintiffs,Government Action Temporarily Blocked,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2025-10-27
"Cross v. Equal Employment Opportunity Commission (D.D.C.)

1:25-cv-03702",https://www.courtlistener.com/docket/71699034/cross-v-us-equal-employment-opportunity-commission/,Complaint,2025-10-20,,Case Closed/Dismissed in Favor of Government,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2025-11-25
"Withrow v. United States (D.D.C.)

1:25-cv-04073",https://www.courtlistener.com/docket/71939878/withrow-v-united-states-of-america/?order_by=desc&utm_campaign=lawsuits-related-to-trump-admin-actions&utm_medium=referral&utm_source=www.courtwatch.news,Complaint,2025-11-20,,Awaiting Court Ruling,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2025-11-20
"Fell v. Trump (D.D.C.)

1:25-cv-04206",https://www.courtlistener.com/docket/71986673/fell-v-trump/,"Complaint

Amended Complaint

2026-01-12",2025-12-03,,Awaiting Court Ruling,"Diversity, Equity, Inclusion, and Accessibility","Ban on DEIA Initiatives in the Executive Branch and by Contractors and Grantees (Executive Order 14168, Executive Order 14151, Executive Order 14173)",2026-01-12
"American Federation of Teachers v. U.S. Department of Education (D. Md.)

1:25-cv-00628",https://www.courtlistener.com/docket/69672728/american-federation-of-teachers-v-us-department-of-education/,"Complaint

First Amended Complaint

2025-03-05

Second Amended Complaint

2025-07-17",2025-02-25,,Government Action Blocked,"Diversity, Equity, Inclusion, and Accessibility",Department of Education “Dear Colleague Letter” Banning DEI-Related Programming (Dear Colleague Letter),2026-01-22
"National Education Association v. U.S. Department of Education (D.N.H.)

1:25-cv-00091",https://www.courtlistener.com/docket/69706414/national-education-association-v-us-department-of-education/,"Complaint




First Amended Complaint

2025-03-21




Second Amended Complaint

2025-05-12",2025-03-05,,Case Closed,"Diversity, Equity, Inclusion, and Accessibility",Department of Education “Dear Colleague Letter” Banning DEI-Related Programming (Dear Colleague Letter),2026-02-18
"NAACP v. U.S. Department of Education (D.D.C.)

1:25-cv-01120",https://www.courtlistener.com/docket/69892779/national-association-for-the-advancement-of-colored-people-v-us/,"Complaint

Amended Complaint

2025-05-09",2025-04-15,,Case Closed,"Diversity, Equity, Inclusion, and Accessibility",Department of Education “Dear Colleague Letter” Banning DEI-Related Programming (Dear Colleague Letter),2026-02-06
"State of New York v. Department of Education (D. Mass.)

1:25-cv-11116",https://www.courtlistener.com/docket/69944116/state-of-new-york-v-department-of-education/,Complaint,2025-04-25,State A.G. Plaintiffs,Awaiting Court Ruling,"Diversity, Equity, Inclusion, and Accessibility",Department of Education “Dear Colleague Letter” Banning DEI-Related Programming (Dear Colleague Letter),2026-02-06
"City of Philadelphia v. Burgum (E.D. Pa.)

2:26-cv-00434",https://www.courtlistener.com/docket/72178941/city-of-philadelphia-v-burgum/,Complaint,2026-01-22,,Government Action Temporarily Blocked,"Diversity, Equity, Inclusion, and Accessibility",Implementation of “Restoring Truth and Sanity to American History” (Executive Order 14253),2026-02-16
"National Parks Conservation Association v. Department of the Interior (D. Mass)

1:26-cv-10877",https://www.courtlistener.com/docket/72285106/national-parks-conservation-association-v-department-of-the-interior/,Complaint,2026-02-17,,Awaiting Court Ruling,"Diversity, Equity, Inclusion, and Accessibility",Implementation of “Restoring Truth and Sanity to American History” (Executive Order 14253),2026-02-17
"Northern Alaska Environmental Center v. Trump (D. Alaska)

3:25-cv-00038",https://www.courtlistener.com/docket/69652665/northern-alaska-environmental-center-v-trump/,"Complaint 2025-02-19




Amended Complaint 2025-06-16




Second Amended Complaint 2025-10-24",2025-02-19,,Awaiting Court Ruling,Environment,"Rescission of Previous Executive Orders and Actions, Including on Climate and Environment (Executive Order 14148)",2025-10-24
"Lighthiser v. Trump (D. Mont.)

2:25-cv-00054",https://www.courtlistener.com/docket/70399441/lighthiser-v-trump/,Complaint,2025-05-29,,Case Closed/Dismissed in Favor of Government,Environment,"Rescission of Previous Executive Orders and Actions, Including on Climate and Environment (Executive Order 14148)",2025-10-23
"Kāpa‘a, Conservation Council for Hawaii v. Trump (D. Haw.)

1:25-cv-00209",https://www.courtlistener.com/docket/70341271/kapaa-conservation-council-for-hawaii-v-trump/,Complaint,2025-05-22,,Government Action Blocked,Environment,"Rescission of Previous Executive Orders and Actions, Including on Climate and Environment (Executive Order 14148)",2025-08-08
"Nuiqsut Trilateral, Inc. v. Burgum (D.D.C.)

1:26-cv-00239",https://www.courtlistener.com/docket/72200898/nuiqsut-trilateral-inc-v-burgum/,Complaint,2026-01-28,,Awaiting Court Ruling,Environment,"Rescission of Previous Executive Orders and Actions, Including on Climate and Environment (Executive Order 14148)",2026-01-28
"American Public Health Association v. EPA (D.C. Cir.)

26-1037",https://www.courtlistener.com/docket/72292285/american-public-health-association-v-epa/,Petition for Review,2026-02-18,,Awaiting Court Ruling,Environment,"Rescission of Previous Executive Orders and Actions, Including on Climate and Environment (Executive Order 14148)",2026-02-20
"Environmental Defense Fund, Inc. v. Wright (D. Mass.)

1:25-cv-12249",https://www.courtlistener.com/docket/71089266/environmental-defense-fund-inc-v-wright/,Complaint,2025-08-12,,Case Closed in Favor of Plaintiff,Environment,Noncompliance with the Federal Advisory Committee Act,2026-01-30
"Northeast Organic Farming Association of New York v. U.S. Department of Agriculture (S.D.N.Y.)

1:25-cv-01529",https://www.courtlistener.com/docket/69665792/northeast-organic-farming-association-of-new-york-v-us-department-of/,Complaint,2025-02-24,,Awaiting Court Ruling,Removal of Information from Government Websites,Removal of Climate Change and Environmental Information,2026-01-13
"State of New York v. Trump (D. Mass.)

1:25-cv-11221",https://www.courtlistener.com/docket/70131463/state-of-new-york-v-trump/,Complaint,2025-05-05,State A.G. Plaintiffs,Government Action Blocked,Environment,Halting Wind Energy Approvals,2026-02-17
"Protect Our Coast NJ v. USA (D.N.J.)

3:25-cv-06890",https://www.courtlistener.com/docket/70447072/protect-our-coast-nj-v-united-states-of-america/,"Complaint







Amended Complaint 2025-07-04",2025-06-03,,Awaiting Court Ruling,Environment,Halting Wind Energy Approvals,2025-07-04
"Revolution Wind, LLC v. Burgum (D.D.C.)

1:25-cv-02999",https://www.courtlistener.com/docket/71266768/revolution-wind-llc-v-burgum/,Complaint,2025-09-04,,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-01-12
"State of Rhode Island v. United States Department of the Interior (D.D.C.)

1:25-cv-04328",https://www.courtlistener.com/docket/72031164/state-of-rhode-island-v-united-states-department-of-the-interior/,Complaint,2025-09-04,State A.G. Plaintiffs,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-01-12
"Empire Leaseholder LLC v. Burgum (D.D.C.)

1:26-cv-00004",https://www.courtlistener.com/docket/72099689/empire-leaseholder-llc-v-burgum/,Complaint,2026-01-02,Plaintiff-side State Amicus,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-01-30
"State of New York v. Burgum (D.D.C.)

1:26-cv-00071",https://www.courtlistener.com/docket/72126766/state-of-new-york-v-burgum/,Complaint,2026-01-09,State A.G. Plaintiffs,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-01-30
"Sunrise Wind LLC v. Burgum (D.D.C.)

1:26-cv-00028",https://www.courtlistener.com/docket/72111814/sunrise-wind-llc-v-burgum/,Complaint,2026-01-06,,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-02-02
"State of New York v. Burgum (D.D.C.)

1:26-cv-00072",https://www.courtlistener.com/docket/72126847/state-of-new-york-v-burgum/,Complaint,2026-01-09,State A.G. Plaintiffs,Awaiting Court Ruling,Environment,Halting Wind Energy Approvals,2026-02-02
"Vineyard Wind 1 LLC v. United States Department of the Interior (D. Mass.)

1:26-cv-10156",https://www.courtlistener.com/docket/72147673/vineyard-wind-1-llc-v-united-states-department-of-the-interior/,Complaint,2026-01-15,,Government Action Temporarily Blocked,Environment,Halting Wind Energy Approvals,2026-01-27
"Virginia Electric and Power Company v. United States Department of the Interior (E.D. Va.)

2:25-cv-00830",https://www.courtlistener.com/docket/72074497/virginia-electric-and-power-company-v-united-states-department-of-the/,Complaint,2025-12-23,,Awaiting Court Ruling,Environment,Halting Wind Energy Approvals,2025-12-28
"Oregon Environmental Council v. Internal Revenue Service (D.D.C.)

1:25-cv-04400",https://www.courtlistener.com/docket/72054098/oregon-environmental-council-v-internal-revenue-service/,Complaint,2025-12-18,,Awaiting Court Ruling,Environment,Rescission of Federal Tax Credits for Solar and Wind Facilities,2025-12-18
"Appalachian Voices v. United States Environmental Protection Agency (D.D.C.)

1:25-cv-01982",https://www.courtlistener.com/docket/70634204/appalachian-voices-v-united-states-environmental-protection-agency/,Complaint,2025-06-27,,Temporary Block of Government Action Denied,Environment,Unleashing American Energy (Executive Order No. 14154); Ending Radical and Wasteful Government DEI Programs and Preferencing (Executive Order 14151); Implementing the President’s “Department of Government Efficiency” Cost Efficiency Initiative (Executive Order 14222),2025-09-25
"Lopez v. United States of America (D. Ariz.)

2:25-cv-02758",https://www.courtlistener.com/docket/71028060/lopez-v-united-states-of-america/,Complaint,2025-07-24,,Government Action Temporarily Blocked,Environment,Construction on Public Lands,2025-10-26
"Southern Utah Wilderness Alliance v. United States Department of the Interior (D. Utah)

2:25-cv-00657",https://www.courtlistener.com/docket/71051491/southern-utah-wilderness-alliance-v-united-states-department-of-the/,Complaint,2025-08-07,,Awaiting Court Ruling,Environment,Construction on Public Lands,2026-02-19
"Defenders of Wildlife v. Burgum (D. Alaska)

3:25-cv-00319",https://www.courtlistener.com/docket/71905243/defenders-of-wildlife-v-burgum/,Complaint,2025-11-12,,Awaiting Court Ruling,Environment,Construction on Public Lands,2025-11-12
"Native Village of Hooper Bay v. Doug Burgum (D. Alaska)

3:25-cv-00316",https://www.courtlistener.com/docket/71903568/native-village-of-hooper-bay-v-doug-burgum/,Complaint,2025-11-12,,Awaiting Court Ruling,Environment,Construction on Public Lands,2025-11-12
"League v. Department of Interior (D.D.C.)

1:26-cv-00477",https://www.courtlistener.com/docket/72278895/league-v-department-of-interior/,Complaint,2026-02-13,,Awaiting Court Ruling,Environment,Construction on Public Lands,2026-02-13
"Lemmon v. Trump (D.D.C.)

1:26-cv-00544",https://www.courtlistener.com/docket/72301112/lemmon-v-trump/,Complaint,2026-02-19,,Awaiting Court Ruling,Environment,Construction on Public Lands,2026-02-19
"Center for Biological Diversity v. Burgum (D.D.C.)

1:25-cv-04285",https://www.courtlistener.com/docket/72014447/center-for-biological-diversity-v-burgum/,Complaint,2025-12-10,,Awaiting Court Ruling,Environment,Modifications to National Parks Pass,2025-12-10
"Sovereign Inupiat for a Living Arctic v. Burgum (D. Alaska)

3:25-cv-00356",https://www.courtlistener.com/docket/72025896/sovereign-inupiat-for-a-living-arctic-v-burgum/,"Complaint

Amended Complaint

2025-12-29",2025-12-11,,Temporary Block of Government Action Denied,Environment,Noncompliance with Environmental Impact Requirements,2026-01-27
"Center For Biological Diversity v. National Marine Fisheries Service (N.D. Cal.)

4:25-cv-09109",https://www.courtlistener.com/docket/71731763/center-for-biological-diversity-v-national-marine-fisheries-service/,Complaint,2025-10-23,,Awaiting Court Ruling,Environment,Noncompliance with Environmental Impact Requirements,2025-10-23
"Center For Biological Diversity et al v. U.S. Department of Agriculture et al (N.D. Cal.)

3:26-cv-00866",https://www.courtlistener.com/docket/72197632/feed/,Complaint,2026-01-28,,Awaiting Court Ruling,Environment,Noncompliance with Environmental Impact Requirements,2026-01-28
"Center for Biological Diversity v. U.S. Fish and Wildlife Service (D.D.C.)

1:26-cv-00043",https://www.courtlistener.com/docket/72118447/center-for-biological-diversity-v-us-fish-and-wildlife-service/,Complaint,2026-01-08,,Awaiting Court Ruling,Environment,Noncompliance with Endangered Species Act,2026-01-08
"Center for Biological Diversity v. EPA (Ninth Circuit)

26-0298",,Petition,2026-01-15,,Awaiting Court Ruling,Environment,Noncompliance with Endangered Species Act,2026-01-15
"Center for Biological Diversity v. United States Fish and Wildlife Service (W.D. Wash.)

2:25-cv-02125",https://www.courtlistener.com/docket/71793511/center-for-biological-diversity-v-united-states-fish-and-wildlife-service/,Complaint,2025-10-29,,Awaiting Court Ruling,Environment,Noncompliance with Endangered Species Act,2025-10-29
"Gwich'in Steering Committee v. United States Department of the Interior (D. Alaska)

3:20-cv-00204",https://www.courtlistener.com/docket/17474384/gwichin-steering-committee-v-united-states-department-of-the-interior/,"Amended Complaint

2026-01-27",2026-01-27,,Awaiting Court Ruling,Environment,Permitting Oil Drilling in Protected Lands or Wildlife Refuges,2026-01-27
"State of California v. Pipeline and Hazardous Materials Safety Administration (9th Cir.)

26-508",https://www.courtlistener.com/docket/72241676/state-of-california-v-pipeline-and-hazardous-materials-safety/,Petition for Review,2026-01-23,State A.G. Plaintiffs,Awaiting Court Ruling,Environment,Assertion of Federal Jurisdiction Over Oil Pipelines,2026-01-23
